Name.of.Company,Date.of.Breach,Reported.Date,state,State.Residents.Affected
"GFS, Inc.",2019-08-13,2019-11-13,MT,3
Indiana Trust and Investment Management Company,2019-08-12,2019-11-27,MT,4
"Hartman, Blitch & Gartside, CPA",2019-08-11,2019-12-04,MT,1
Wood Ranch Medical,2019-08-10,2019-09-18,MT,10
"Environmental Data Resources, LLC",2019-08-08,2020-05-04,MT,10
North Park University,2019-08-08,2019-12-30,MT,3
"U.S. Xpress Enterprises, Inc.",2019-08-08,2019-11-15,MT,2
New Horizons Credit Union,2019-08-07,2020-06-15,MT,6
Bristol Bay Native Corporation,2019-08-07,2020-03-26,MT,6
The City-County of Butte-Silver Bow,2019-08-07,2019-08-30,MT,526
TrueFire LLC,2019-08-03,2020-03-09,MT,21
Delta Dental of Illinois,2019-08-03,2019-10-28,MT,1
"Life Line Screening of America, Ltd.",2019-08-01,2019-12-30,MT,39
Nespresso,2019-08-01,2019-11-25,MT,4
Lakeside Orthopedic Clinic,2019-08-01,2019-09-27,MT,6
Wisconsin Diagnostic Laboratories,2018-08-01,2019-08-02,MT,8
CompuNet Clinical Laboratories,2018-08-01,2019-07-26,MT,8
Salem Health,2019-07-31,2019-09-17,MT,1
UnitedHealthcare,2019-07-30,2020-02-03,MT,1
"Youth For Christ USA, Inc.",2019-07-30,2019-10-21,MT,2
"Woodman & Eaton, P.C.",2019-07-29,2019-12-12,MT,2
L&M Supply,2019-07-29,2019-10-23,MT,2
Vitalant,2019-07-28,2019-09-12,MT,2
Ply Gem Residential Solutions,2019-07-26,2020-07-24,MT,11
UnitedHealthcare,2019-07-26,2019-10-16,MT,1
"Liberty Lift Solutions, LLC",2019-07-26,2019-08-27,MT,1
Central Valley Regional Center,2019-07-25,2019-10-18,MT,1
"Majoris Health Systems, Inc.",2019-07-24,2019-09-20,MT,11
"Cornerstone Benefits, Inc.",2019-07-23,2019-10-21,MT,1
Arizona Game and Fish Department (AZGFD),2019-07-22,2019-08-30,MT,2
JDC Healthcare Management,2019-07-21,2020-02-07,MT,2
"Wake County, North Carolina",2019-07-19,2020-02-14,MT,1
Interactive Medical Systems,2019-07-19,2020-02-13,MT,2
Truman Medical Center,2019-07-19,2019-12-13,MT,8
"Olsson, Inc.",2019-07-19,2019-08-06,MT,5
"Universal Insurance Programs, LLC.",2019-07-17,2020-05-22,MT,2
TigerChef,2019-07-17,2020-04-10,MT,1
"Corporate Creations International, Inc.",2019-07-17,2019-08-28,MT,1147
"Vivo Capital, LLC",2019-07-16,2020-01-03,MT,1
Edinboro University Student Government Association (EUSGA),2019-07-16,2019-08-15,MT,2
"Filters Fast, LLC",2019-07-15,2020-08-14,MT,1079
"PrimoHoagies Franchising, Inc. - Data Breach",2019-07-15,2020-04-16,MT,9
"Kearns, Brinen & Monaghan",2019-07-15,2019-10-01,MT,1
Greenworks Tools,2019-07-14,2020-06-30,MT,53
"Choctaw Global, LLC",2019-07-13,2020-03-10,MT,2
"PW Companies, LLC",2019-07-11,2019-08-29,MT,1
First Federal Bank & Trust,2019-07-10,2020-03-13,MT,706
"Hamlin & Burton Liability Management, Inc.",2019-07-10,2019-10-21,MT,3
"Avalon Health Care Management, Inc.",2019-07-09,2020-03-16,MT,14
Aveanna Healthcare,2019-07-09,2020-02-14,MT,15
Disability Insurance Specialists LLC,2019-07-09,2019-12-02,MT,4
Green Roads of Florida,2019-07-09,2019-11-14,MT,109
Great Lakes Wholesale Group,2019-07-08,2020-05-20,MT,2
Delta Dental of Arizona,2019-07-08,2019-11-08,MT,40
"Amerman, Ginder & Co.",2019-07-08,2019-10-30,MT,3
MGM Resorts International,2019-07-07,2019-09-05,MT,19
Art.com,2019-07-05,2019-10-11,MT,7
"SaveDay, Inc.",2019-07-05,2019-08-02,MT,1
Yale New Haven Health,2019-07-03,2019-11-08,MT,1
Benchmark Education Company,2019-07-02,2020-03-13,MT,1
"UC Health, LLC",2019-07-02,2020-01-29,MT,4
Elam Consulting,2019-07-01,2020-06-29,MT,2
United Regional Health Care System,2019-07-01,2020-02-14,MT,1
Advanced Care Hospital of Montana,2019-07-01,2020-01-24,MT,17
Humana,2019-07-01,2019-08-23,MT,2
"Pelican Products, LLC",2019-06-28,2019-08-16,MT,8
Beneficial State Bank,2019-06-25,2019-11-06,MT,2
The Baptist Foundation of Oklahoma,2019-06-25,2019-08-16,MT,3
Sweetser - Data Breach,2019-06-24,2019-10-25,MT,1
Sprint,2019-06-22,2019-07-11,MT,1
University of New England (UNE),2019-06-20,2019-07-19,MT,1
Pathway Bank,2019-06-19,2019-11-05,MT,1
Virginia Gay Hospital,2019-06-18,2019-08-16,MT,1
Tom Sauer Bond Agency LLC (TSBA),2019-06-18,2019-09-11,MT,189
Applied Ecological Services,2019-06-17,2019-07-12,MT,497
Loudoun Medical Group d/b/a Comprehensive Sleep Care Center,2019-06-15,2019-11-27,MT,2
"NCH Healthcare System, Inc.",2019-06-14,2020-02-14,MT,3
Millennium Healthcare Group,2019-06-14,2019-12-16,MT,8
Riggs Wealth Management,2019-06-14,2019-08-01,MT,4
Scrapbook.com,2019-06-14,2019-07-23,MT,6
South Pacific Financial Corporation,2019-06-13,2019-10-11,MT,3
Colibri Group,2019-06-12,2019-08-23,MT,1
Louis Brisbois Bisgaard & Smith LLP,2019-06-11,2020-01-10,MT,14
Artesia General Hospital,2019-06-11,2019-08-27,MT,5
University of Nebraska Lincoln,2019-06-10,2019-07-10,MT,1
Drexel Medicine,2019-06-08,2019-11-22,MT,1
"City of Longmont, Colorado",2019-06-06,2019-06-09,MT,1
"Sheltered Wings, Inc.",2019-06-04,2019-10-17,MT,1
Expresso Parts,2019-06-04,2019-08-20,MT,7
Princeton Insurance Agency,2019-06-03,2019-10-15,MT,3
"Backcountry Edge, Inc",2019-06-03,2019-06-27,MT,91
"Hoboken Radiology, LLC",2019-06-02,2021-09-07,MT,2
"AliMed, Inc.",2019-06-01,2020-08-28,MT,121
Pacific Press Publishing Association,2019-06-01,2020-06-09,MT,34
"The Roasterie, Inc.",2019-06-01,2020-02-20,MT,2
The McKeogh Company,2019-06-01,2019-10-09,MT,2
"Impact Partnership, LLC",2019-06-01,2019-07-30,MT,1
Zions Bancorporation,2019-06-01,2019-07-23,MT,36
Gettysburg Flag Works,2019-06-01,2019-07-05,MT,3
Golden Entertainment Inc.,2019-05-30,2019-11-07,MT,144
Implant Direct,2019-05-30,2019-07-05,MT,1
Bayview Dental,2019-05-28,2019-08-13,MT,1
PAR Electrical Contractors Inc,2019-05-28,2019-06-27,MT,32
"Urban Compass, Inc.",2019-05-24,2020-07-01,MT,2
Legacy Mutual Mortgage,2019-05-24,2020-03-24,MT,3
Heritage Insurance Service,2019-05-24,2020-01-17,MT,1
nbkc bank,2019-05-24,2020-01-17,MT,7
Kalispell Regional Healthcare,2019-05-24,2019-10-22,MT,126805
Beaumont Health,2019-05-23,2020-04-17,MT,2
Web Course Works Ltd.,2019-05-23,2019-12-12,MT,3
Select Health Network,2019-05-22,2019-11-13,MT,2
Partnership Health Center,2019-05-22,2019-07-22,MT,365
"Avalara, Inc. (eCompli Inc.)",2019-05-22,2019-06-02,MT,2
Massachusetts Mutual Life Insurance Company (MassMutual),2019-05-20,2019-06-04,MT,1
RealtyShares,2019-05-15,2019-06-05,MT,1
Agency Two Insurance Marketing Group LLC d/b/a AgencyONE,2019-05-14,2020-01-15,MT,6
Wescom Central Credit Union,2019-05-14,2019-11-19,MT,3
Fossil Group,2019-05-14,2019-07-18,MT,5
Presbyterian Healthcare Services,2019-05-09,2019-08-02,MT,72
A.T. Cross Company,2019-05-09,2019-06-26,MT,2
"INTL FCStone, Inc.",2019-05-08,2019-12-10,MT,12
Oregon State University,2019-05-06,2019-07-19,MT,1
"Zero Technologies, LLC",2019-05-05,2019-07-12,MT,37
Cancer Treatment Centers of America,2019-05-04,2019-07-12,MT,11
Debco Construction,2019-05-04,2019-06-08,MT,164
EatStreet,2019-05-03,2019-07-14,MT,106
Eat Street,2019-05-03,2019-06-14,MT,25
Northwood,2019-05-03,2019-07-15,MT,180
Apple Mortgage,2019-05-03,2019-06-05,MT,2
Tufts University,2019-05-01,2020-04-30,MT,1
Treloar & Heisel,2019-05-01,2020-01-09,MT,37
Ivy Rehab Network,2019-05-01,2019-11-26,MT,2
Choice Cancer Care,2019-05-01,2019-11-15,MT,1
"Electrical Consultants, INC.",2019-05-01,2019-08-07,MT,13
Northeastern Star Asset Management,2019-05-01,2019-09-11,MT,1
Standard Insurance Company,2019-05-01,2019-07-12,MT,16
Ameritas Life Insurance Corporation,2019-05-01,2019-07-08,MT,124
"Mediant Communications, LLC",2019-05-01,2019-05-31,MT,260
"'47 Brand, LLC",2019-04-30,2019-09-16,MT,13
"Eton Advisors Group, LLC",2019-04-30,2019-05-31,MT,1
Decron Properties Corporation,2019-04-28,2020-01-14,MT,1
"Racine County, Wisconsin",2019-04-25,2020-03-04,MT,3
Gift Card Mall,2019-04-24,2019-06-14,MT,25
Bristol Industries LLC,2019-04-23,2019-12-31,MT,3
St. Croix Hospice,2019-04-23,2019-08-08,MT,7
Tomo Drug Testing,2019-04-23,2019-10-09,MT,1
"MDU Resources Group, Inc.",2019-04-23,2019-07-22,MT,3
Peoples Injury Network Northwest,2019-04-22,2019-09-12,MT,14
Goeble Fixture Company,2019-04-22,2019-05-14,MT,1
"Katherine Caldwell, CPA",2019-04-20,2019-09-13,MT,5
SkinSolutions.MD,2019-04-19,2019-07-03,MT,25
Avanir Pharmaceuticals,2019-04-17,2019-12-12,MT,2
Cancer Treatment Centers of America,2019-04-17,2019-07-12,MT,1
Securities Training Corporation,2019-04-16,2019-09-13,MT,2
Curators of the University of Missouri,2019-04-16,2019-07-29,MT,5
"Cvent, Inc.",2019-04-16,2019-06-28,MT,1
First Aid Beauty,2019-04-15,2019-11-08,MT,59
Keystone Peer Review Organization,2019-04-15,2019-06-12,MT,3
Northeast Radiology,2019-04-14,2020-03-11,MT,14
Conde Nast,2019-04-14,2019-05-09,MT,1
Wilmington College,2019-04-13,2019-06-24,MT,1
Western Technical College Bookstore) PrismRBS,2019-04-13,2019-05-21,MT,2
Juniata College,2019-04-12,2019-11-01,MT,2
Covia Holdings Corporation - Data Breach,2019-04-12,2019-08-01,MT,3
VNS Federal Services,2019-04-12,2019-05-21,MT,1
Steward Health Care System,2019-04-12,2019-06-04,MT,1
Carnival Corporation & PLC,2019-04-11,2020-03-02,MT,258
JAG Capital Management,2019-04-11,2019-10-25,MT,2
"Pride, Guida and Perez, PA",2019-04-11,2019-06-28,MT,1
"Cincinnati Bell, Inc. (Barnes Dennig & Co., Ltd.)",2019-04-11,2019-06-18,MT,1
"Equian, LLC",2019-04-10,2019-08-27,MT,24
Penn-Mar Human Services,2019-04-10,2019-09-05,MT,1
Ashton Woods Homes,2019-04-08,2019-09-26,MT,1
DoorDash,2019-04-05,2019-09-26,MT,21
HP Restaurant Group,2019-04-05,2019-05-24,MT,5
Flywheel Exchange,2019-04-05,2019-04-12,MT,1
Imbio LLC,2019-04-05,2019-04-12,MT,1
Invenshure,2019-04-05,2019-04-12,MT,2
The Rural Broadband Association (NTCA),2019-04-03,2019-08-23,MT,860
Loungefly LLC,2019-04-03,2019-04-26,MT,2
"Solara Medical Supplies, LLC",2019-04-02,2019-11-13,MT,351
Lifespace Communities,2019-04-02,2019-06-12,MT,2
TenX Systems d/b/a ResiDex Software,2019-04-02,2019-06-19,MT,33
Intuit Inc,2019-04-02,2019-04-15,MT,1
Eversana Life Sciences Services LLC,2019-04-01,2020-03-09,MT,7
GreenStone Farm Credit Services,2019-04-01,2019-10-25,MT,2
Cornerstone Building Brands,2019-04-01,2019-09-11,MT,7
Symmetry Partners,2019-03-29,2019-07-23,MT,1
Simon Pearce Inc,2019-03-28,2019-05-07,MT,2
"Homeside Financial, LLC",2019-03-27,2019-08-29,MT,2
"Dakota County, Minnesota",2019-03-27,2019-04-12,MT,1
FlexCare,2019-03-26,2019-07-03,MT,33
BBX Capital Corporation,2019-03-26,2019-07-03,MT,1
Paradigm Life Insurance,2019-03-26,2019-04-26,MT,3
"Barnard Construction Company, Inc.",2019-03-25,2019-11-05,MT,12
"Carl's Golfland, Inc",2019-03-25,2019-08-30,MT,80
Edgar Snyder & Associates,2019-03-25,2019-07-03,MT,1
"Trusted Tours & Attractions, LLC",2019-03-24,2019-07-29,MT,79
Capital One,2019-03-22,2019-08-08,MT,1322
"Miller Kaplan Arase, LLP",2019-03-22,2019-07-10,MT,7
Western Pathology,2019-03-21,2019-07-24,MT,2
Arizona Dermatopathology,2019-03-21,2019-07-24,MT,1
Seacoast Pathology,2019-03-21,2019-07-24,MT,1
"South Texas Dermatopathology, PLLC",2019-03-21,2019-07-24,MT,3
Laboratory Medicine Consultants,2019-03-21,2019-07-24,MT,100
Austin Pathology,2019-03-21,2019-07-24,MT,8
Intuit,2019-03-21,2019-07-26,MT,12
UnitedHealthcare,2019-03-21,2019-05-21,MT,5
"Greater Washington Educational Telecommunications Association, Inc.",2019-03-20,2020-03-12,MT,1
Mikhail Education Corporation,2019-03-20,2019-04-19,MT,1
City of Charlottesville,2019-03-19,2019-09-27,MT,2
Arthur J. Gallagher & Co.,2019-03-15,2019-11-26,MT,2272
Humana,2019-03-15,2019-06-07,MT,1
Fix My Blinds,2019-03-14,2019-10-08,MT,96
Wise Health System,2019-03-14,2019-07-12,MT,62
Micro-Mom Scooters d/b/a Micro Kickboard,2019-03-14,2019-06-27,MT,4
Methodist Hospitals,2019-03-13,2019-10-04,MT,1
Bloodworks Northwest,2019-03-13,2019-05-08,MT,29
Dr. Gary W. Peer,2019-03-13,2019-04-19,MT,1
"Hood & Associates CPAs, PC",2019-03-12,2019-06-11,MT,2
Wor-Wic Community College,2019-03-12,2019-06-19,MT,2
Wolff Shoe Company,2019-03-11,2019-10-31,MT,8
Tessera Technologies Inc.,2019-03-11,2019-05-31,MT,1
BookShark LLC,2019-03-11,2019-10-25,MT,11
Calibre CPA Group,2019-03-11,2019-08-26,MT,219
National Education Association (NEA),2019-03-11,2019-08-28,MT,3
AAR Corp,2019-03-10,2019-08-06,MT,1
Cancer Treatment Centers of America,2019-03-10,2019-05-10,MT,34
Merrick Bank,2019-03-08,2019-04-12,MT,2
"KandyPens, Inc.",2019-03-07,2020-04-20,MT,142
Alfred University,2019-03-07,2020-02-11,MT,1
Colorado Eye Center,2019-03-07,2019-06-28,MT,4
Cornerstone Bank,2019-03-07,2019-06-03,MT,1
H&R Block,2019-03-07,2019-04-08,MT,1
Grinnell College,2019-03-07,2019-03-25,MT,9
Oberlin College,2019-03-05,2019-07-12,MT,1
Acrisure Heritage Insurance Agency (d.b.a) Filice Insurance Agency,2019-03-05,2019-05-31,MT,201
Redtail Technology Inc,2019-03-04,2019-05-23,MT,26
"RunSignUp, Inc.",2019-03-04,2019-04-18,MT,2
AeroGrow International Inc,2019-03-04,2019-04-04,MT,141
Kenra Professional,2019-03-04,2019-04-03,MT,2
Hamilton College,2019-03-02,2019-06-12,MT,1
Cable One,2019-03-01,2019-08-08,MT,1
Community Psychiatric Clinic,2019-03-01,2019-07-26,MT,1
H&R Block,2019-03-01,2019-05-08,MT,4
"Golden Entertainment, Inc",2019-02-26,2019-08-23,MT,27
Gaming Arts LLC,2019-02-26,2019-04-12,MT,1
Smooth-On and Reynolds Advanced Materials,2019-02-24,2019-05-21,MT,13
Eye Buy Direct Inc,2019-02-24,2019-03-18,MT,4
Hematology Oncology Associates PC,2019-02-22,2019-05-21,MT,6
IVDesk,2019-02-21,2019-09-13,MT,2
The Rural Broadband Association (NTCA),2019-02-21,2019-05-15,MT,6
Dr. T. Y. Steven Ip MD,2019-02-20,2019-04-18,MT,3
CafePress Inc.,2019-02-19,2019-09-04,MT,49515
Intrepid Benefits Colorado,2019-02-19,2019-07-09,MT,4
JD Bank,2019-02-19,2019-06-17,MT,10
"EmCare, Inc",2019-02-19,2019-05-03,MT,27
FireKing Security Group LLC,2019-02-18,2019-08-19,MT,1
The Southeastern Council and Alcoholism on Drug Inc (SCADD),2019-02-18,2019-05-10,MT,2
Augustana College,2019-02-18,2019-05-07,MT,2
American Electric Power,2019-02-18,2019-04-26,MT,2
Coates Field Service,2019-02-18,2019-04-25,MT,2
Adams 12 Five Star Schools,2019-02-15,2019-08-09,MT,7
National Seating & Mobility,2019-02-14,2019-04-29,MT,1
Cremation Society of Pennsylvania Inc,2019-02-14,2019-03-15,MT,2
Aquionix Inc.,2019-02-13,2019-05-16,MT,2
Bel-Born Management d/b/a Village Hat Shop,2019-02-13,2019-04-24,MT,1
Jocor Enterprises d/b/a Volcano eCigs,2019-02-13,2019-04-16,MT,6
"Sage Advisors, LLC",2019-02-12,2019-06-06,MT,11
Canyon Bakehouse,2019-02-12,2019-04-09,MT,46
Cambria Hotel Nashville Downtown,2019-02-11,2020-08-14,MT,1
Bamboo HR LLC,2019-02-11,2019-03-04,MT,35
All American Entertainment,2019-02-10,2019-09-24,MT,4
National Wildlife Federation (Zoobooks.com),2019-02-09,2021-03-24,MT,518
James Perse Enterprises Inc,2019-02-09,2019-03-14,MT,2
"Akin Doherty Kein and Feuge, P.C. (ADKF)",2019-02-08,2019-05-14,MT,3
The Hartford Financial Services Group,2019-02-07,2019-04-12,MT,1
"Nasif, Hicks, Harris and Co LLP",2019-02-06,2019-03-26,MT,1
HintonBurdick CPA & Advisors,2019-02-05,2019-06-18,MT,5
HintonBurdick CPA & Advisors - Data Breach,2019-02-05,2019-05-10,MT,11
Gifted Development Center,2019-02-05,2019-03-29,MT,1
Saint Elizabeth Medical Center Inc,2019-02-05,2019-03-07,MT,1
"James A. Scott & Son, Inc.",2019-02-04,2019-12-10,MT,1
Color Street LLC,2019-02-04,2019-04-16,MT,2
DMB Sports Clubs d/b/a The Village Health Clubs & Spas,2019-02-02,2019-05-09,MT,1
Amsterdam Printing & Litho,2019-02-01,2019-05-14,MT,4
CM Group Holdings d/b/a Creative Memories,2019-01-31,2019-04-01,MT,8
Reese Henry & Company Inc,2019-01-31,2019-03-07,MT,2
Direct Scripts,2019-01-30,2019-02-22,MT,4
"Aquiline Holdings, LLC",2019-01-28,2019-10-29,MT,2
Brighton Collectibles LLC,2019-01-28,2019-03-22,MT,16
StatLab,2019-01-26,2019-07-01,MT,1
General Board of Higher Education and Ministry,2019-01-25,2019-05-10,MT,3
Intuit Inc,2019-01-23,2019-02-26,MT,6
Covenant Care California,2019-01-22,2019-03-06,MT,2
Riverplace Counseling Center,2019-01-20,2019-04-11,MT,1
Colgate University,2019-01-19,2019-04-11,MT,2
Carroll Saints Shoppe (PrismRBS),2019-01-19,2019-03-01,MT,7
Graf & Sons Inc.,2019-01-19,2019-02-06,MT,20
"JoFit, LLC",2019-01-18,2019-08-05,MT,10
CoffeeAM,2019-01-16,2019-12-06,MT,79
LPR Construction,2019-01-16,2019-05-31,MT,3
Huggins Insurance,2019-01-16,2019-05-24,MT,1
Environmental Graphics LLC d/b/a Murals Your Way,2019-01-16,2019-02-22,MT,1
Southern Hills Eye Care,2019-01-15,2019-03-15,MT,2
American State Bank,2019-01-14,2019-03-26,MT,4
Deaf Services Unlimited,2019-01-13,2020-02-04,MT,3
Missouri Southern State University,2019-01-09,2019-06-13,MT,7
Centrelake Medical Group,2019-01-09,2019-04-16,MT,8
"Direct Distributors, Inc",2019-01-09,2019-02-21,MT,11
University of Mary,2019-01-09,2019-03-12,MT,5
Abbott Laboratories,2019-01-09,2019-02-06,MT,9
American Cancer Society Inc,2019-01-08,2019-03-01,MT,23
Immanuel Lutheran Communities,2019-01-08,2019-01-18,MT,80
"Katz, Sapper & Miller (KSM)",2019-01-05,2019-02-08,MT,6
St. Francis Physician Services,2019-01-04,2019-03-04,MT,2
National Wildlife Federation,2019-01-03,2019-05-24,MT,208
Quicken Inc.,2019-01-01,2021-02-19,MT,3
"Mowery & Schoenfeld, LLC",2019-01-01,2019-10-16,MT,1
Manning Silverman & Company,2019-01-01,2019-06-06,MT,1
Inmediata Health Group,2019-01-01,2019-04-30,MT,983
Graeter's Ice Cream,2018-12-30,2019-07-23,MT,12
Tempo Inc,2018-12-23,2019-03-21,MT,1
AG Source,2018-12-22,2019-03-22,MT,2
Nassau Educators Federal Credit Union,2018-12-21,2019-06-07,MT,7
Delta Dental of Illinois,2018-12-21,2019-04-16,MT,2
Superior Dental Care,2018-12-21,2019-03-25,MT,2
Rutland Regional Medical Center,2018-12-21,2019-03-12,MT,7
Windham,2018-12-19,2019-02-08,MT,1
Archbright,2018-12-18,2019-04-05,MT,4
TEMPTU Inc,2018-12-18,2019-03-04,MT,4
"Hy-Vee, Inc.",2018-12-14,2019-10-31,MT,39
Georgia Institute of Technology,2018-12-14,2019-05-22,MT,494
"Coeur Alaska, Inc",2018-12-14,2019-02-14,MT,31
Lutheran Life Communities,2018-12-14,2019-01-28,MT,2
Salt Life,2018-12-12,2019-05-03,MT,10
Oklahoma Department of Securities,2018-12-11,2019-05-15,MT,474
AZ Plastic Surgery Center,2018-12-10,2019-02-08,MT,4
Calista Corporation,2018-12-09,2019-06-06,MT,16
Pennsylvania Real Estate Investment Trust,2018-12-08,2019-11-04,MT,1
flexPATH Strategies LLC,2018-12-07,2019-03-15,MT,67
"Sheltered Wings, Inc.",2018-12-06,2019-02-19,MT,1
Memorial Hospital at Gulfport,2018-12-06,2019-02-15,MT,29
Auburn University,2018-12-06,2019-01-04,MT,2
L&M Fleet Supply,2018-12-05,2019-04-23,MT,53
"Aspire Financial Services, LLC",2018-12-05,2019-02-08,MT,1
University of Washington Medical Center (UWMC),2018-12-04,2019-02-20,MT,5717
Beacon Sales Acquisition Inc,2018-12-03,2019-03-07,MT,1
Med-data incorporated,2018-12-01,2021-03-31,MT,679
Capital One,2018-12-01,2019-10-11,MT,4
Humana,2018-12-01,2019-01-03,MT,4
Professional Golfers' Association of America,2018-12-01,2019-10-04,MT,2
Breckenridge Grand Vacations,2018-12-01,2019-06-10,MT,1
"Pershing, LLC",2018-12-01,2019-07-26,MT,9
Coinmama.com,2018-12-01,2019-04-05,MT,912
Wenner Group,2018-12-01,2019-03-21,MT,5
"Dr. DeLuca Dr. Marciano & Associates, P.C.",2018-11-29,2019-01-25,MT,1
"Real Estate Digital, LLC",2018-11-27,2019-01-10,MT,1
UCLA Health,2018-11-26,2019-04-05,MT,1
Backcountry Edge,2018-11-24,2018-12-11,MT,5
"Cambridge Healthcare Services, LLC",2018-11-23,2019-01-18,MT,3
"Transworld Oil U.S.A., Inc.",2018-11-22,2019-06-10,MT,1
EmployBridge,2018-11-21,2018-12-05,MT,1
"Heartland Food Products, LLC",2018-11-19,2019-01-11,MT,1
"Maritime Association--ILA Pension, Retirement, Welfare & Vacation Funds",2018-11-19,2019-02-20,MT,3
"Avis Budget Car Rental, LLC",2018-11-16,2018-12-19,MT,1
National Baseball Hall of Fame and Museum,2018-11-15,2019-02-02,MT,7
The Board of Trustees of Illinois State University,2018-11-15,2019-03-05,MT,1
Health Recovery Services,2018-11-14,2019-05-05,MT,1
Welders Supply,2018-11-14,2019-01-09,MT,8
Life Equity LLC,2018-11-13,2019-03-27,MT,2
"Five Below, Inc",2018-11-13,2019-02-14,MT,34
Free Speech Systems LLC (InfoWars),2018-11-12,2018-12-14,MT,11
"Ameriprise Financial Services, Inc.",2018-11-11,2018-12-21,MT,2
Oregon Endodontic Group,2018-11-09,2019-04-02,MT,1
MUFG Union Bank,2018-11-09,2018-12-07,MT,1
ZOLL Services LLC,2018-11-08,2019-03-18,MT,445
"RevolutionParts, Inc.",2018-11-08,2019-01-23,MT,7
Union Benefit Planners,2018-11-07,2019-04-10,MT,2
Spectrum Business Resources LLC,2018-11-06,2019-03-21,MT,1
"Sunquest Information Systems, Inc.",2018-11-06,2018-12-06,MT,2
"Bradley W. Orser, C.P.A., Inc., P.S.",2018-11-06,2019-01-11,MT,1
"Wausau MedMal Management Services, LLC (Wisconsin Health Care Liability Insurance Plan)",2018-11-04,2018-12-20,MT,1
"U.S. Bancorp Investments, Inc (USBI)",2018-11-01,2018-11-30,MT,57
Princess Polly Group Pty. Ltd.,2018-11-01,2019-06-06,MT,108
America Juice Co.,2018-11-01,2019-04-08,MT,8
"Kestra Investment Services, LLC",2018-11-01,2018-12-20,MT,2
LPL Financial LLC (LPL),2018-11-01,2019-01-17,MT,756
"Image-I-Nation Technologies, Inc.",2018-11-01,2019-02-08,MT,573
MoneyLine Lending,2018-10-31,2021-04-22,MT,1
General Dynamics Information Technology,2018-10-31,2018-12-28,MT,43
4 Ever Life Insurance,2018-10-29,2019-01-16,MT,2
Cherrydale Fundraising,2018-10-28,2019-03-14,MT,14
Hot Line Construction,2018-10-25,2019-04-24,MT,25
New York Life Insurance Company,2018-10-23,2018-11-08,MT,1
The Tax Specialists,2018-10-21,2018-11-23,MT,2
Luxe Energy LLC,2018-10-19,2020-04-21,MT,3
Oregon Institute of Technology,2018-10-19,2019-04-18,MT,4
"Data Facts, Inc. (Medaxion; O R Nurses Credentialing; Orgill)",2018-10-19,2018-12-20,MT,6
Northwestern Health Sciences University,2018-10-16,2019-05-21,MT,19
Marimekko,2018-10-15,2018-11-12,MT,10
Citrix Systems,2018-10-13,2019-04-29,MT,10
